GeoID,GeoType,TimePeriodID,Value,CI,Note,GeoTypeDesc,Geography,Lat,Long,TimePeriod,Indicator
8147,NTA2010,282,7.5,,,Neighborhood Tabulation Area,Ft. Totten-Bay Terrace-Clearview,40.7833,-73.786,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8148,NTA2010,282,10.7,,,Neighborhood Tabulation Area,Auburndale,40.751,-73.7879,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8149,NTA2010,282,12.9,,,Neighborhood Tabulation Area,Whitestone,40.7882,-73.8156,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8150,NTA2010,282,25.9,,,Neighborhood Tabulation Area,Elmhurst-Maspeth,40.7383,-73.8922,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8151,NTA2010,282,17.6,,,Neighborhood Tabulation Area,Murray Hill,40.7684,-73.8095,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8152,NTA2010,282,25.1,,,Neighborhood Tabulation Area,East Flushing,40.7541,-73.8073,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8153,NTA2010,282,56.8,,,Neighborhood Tabulation Area,Woodhaven,40.6887,-73.8558,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8154,NTA2010,282,52.1,,,Neighborhood Tabulation Area,Richmond Hill,40.6945,-73.8309,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8155,NTA2010,282,54.5,,,Neighborhood Tabulation Area,South Ozone Park,40.6762,-73.8195,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8156,NTA2010,282,44.6,,,Neighborhood Tabulation Area,Ozone Park,40.6756,-73.847,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8157,NTA2010,282,25,,,Neighborhood Tabulation Area,Lindenwood-Howard Beach,40.6582,-73.8449,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8160,NTA2010,282,25.1,,,Neighborhood Tabulation Area,Kew Gardens,40.708,-73.8287,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8161,NTA2010,282,72.1,,,Neighborhood Tabulation Area,Jamaica,40.7044,-73.794,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8162,NTA2010,282,20.7,,,Neighborhood Tabulation Area,Queensboro Hill,40.7431,-73.8196,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8163,NTA2010,282,24.9,,,Neighborhood Tabulation Area,Woodside,40.7493,-73.9037,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8166,NTA2010,282,56.2,,,Neighborhood Tabulation Area,Laurelton,40.6759,-73.7445,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8168,NTA2010,282,142.8,,,Neighborhood Tabulation Area,Queensbridge-Ravenswood-Long Island City,40.7576,-73.9387,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8170,NTA2010,282,41,,,Neighborhood Tabulation Area,Astoria,40.7615,-73.9197,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8171,NTA2010,282,89.1,,,Neighborhood Tabulation Area,Old Astoria,40.7716,-73.9283,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8172,NTA2010,282,28.5,,,Neighborhood Tabulation Area,Steinway,40.7774,-73.9054,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8176,NTA2010,282,97,,,Neighborhood Tabulation Area,Baisley Park,40.679,-73.791,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8501,NTA2010,282,13.5,,,Neighborhood Tabulation Area,Annadale-Huguenot-Prince's Bay-Eltingville,40.5286,-74.1877,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8505,NTA2010,282,32.1,,,Neighborhood Tabulation Area,New Springville-Bloomfield-Travis,40.5959,-74.1764,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8507,NTA2010,282,36.4,,,Neighborhood Tabulation Area,Westerleigh,40.6169,-74.1254,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8508,NTA2010,282,80.9,,,Neighborhood Tabulation Area,Grymes Hill-Clifton-Fox Hills,40.618,-74.0878,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8511,NTA2010,282,18.8,,,Neighborhood Tabulation Area,Charleston-Richmond Valley-Tottenville,40.5255,-74.2336,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8512,NTA2010,282,125.5,,,Neighborhood Tabulation Area,Mariner's Harbor-Arlington-Port Ivory-Graniteville,40.6313,-74.1674,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8514,NTA2010,282,75.5,,,Neighborhood Tabulation Area,Grasmere-Arrochar-Ft. Wadsworth,40.6003,-74.0718,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8522,NTA2010,282,180.3,,,Neighborhood Tabulation Area,West New Brighton-New Brighton-St. George,40.639,-74.1023,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8524,NTA2010,282,32.9,,,Neighborhood Tabulation Area,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,40.5866,-74.133,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8525,NTA2010,282,27.2,,,Neighborhood Tabulation Area,Oakwood-Oakwood Beach,40.562,-74.1226,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8528,NTA2010,282,90.3,,,Neighborhood Tabulation Area,Port Richmond,40.6282,-74.1408,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8532,NTA2010,282,17.6,,,Neighborhood Tabulation Area,Rossville-Woodrow,40.5403,-74.2078,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8535,NTA2010,282,68.1,,,Neighborhood Tabulation Area,New Brighton-Silver Lake,40.6301,-74.1029,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8536,NTA2010,282,34.8,,,Neighborhood Tabulation Area,Old Town-Dongan Hills-South Beach,40.5868,-74.0855,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8537,NTA2010,282,122.1,,,Neighborhood Tabulation Area,Stapleton-Rosebank,40.6187,-74.0737,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8545,NTA2010,282,28.6,,,Neighborhood Tabulation Area,New Dorp-Midland Beach,40.5718,-74.105,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8548,NTA2010,282,23.8,,,Neighborhood Tabulation Area,Arden Heights,40.5527,-74.1885,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
8554,NTA2010,282,24.6,,,Neighborhood Tabulation Area,Great Kills,40.5519,-74.1509,2017-2019,"Asthma emergency department visits (adults), by NTA: Average annual rate (per 10,000)"
